asset_id,display_name,category,subcategory,file_path,format,source,source_asset_id,source_url,source_page,semantic_tags,style_tags,replacement_group,color_profile,pa_style_score,safe_for_external,license_status,html_usage,notes
local.PRESALE003_A0154,APP截图-PRESALE003_A0154,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0154_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0154,,PRESALE003 p39,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 468, ""height"": 980, ""brightness"": 0.774, ""saturation"": 0.044, ""orange_ratio"": 0.055, ""green_ratio"": 0.0, ""black_ratio"": 0.093, ""white_ratio"": 0.489, ""high_sat_ratio"": 0.001}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
gen.icon_speaker,智能音箱,04_设备产品图,智能音箱,04_设备产品图/智能音箱/pa_icon_speaker.svg,svg,generated_pingan_component,,,,智能音箱|平安橙|HTML组件,平安橙适配|单色线性|白底友好,device.speaker,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
iconfont.5056529,智能音箱-音箱-01,04_设备产品图,智能音箱,04_设备产品图/智能音箱/iconfont_device_speaker_5056529_音箱-01.svg,svg,iconfont_public_search,5056529,https://www.iconfont.cn/search/index?searchType=icon&q=音箱,,智能音箱|音箱|音箱-01,单色线性|currentColor可控|平安橙可适配,device.speaker,"{""palette"": [""currentColor""], ""fills"": 1}",4,False,needs_review_iconfont,candidate_after_license_review,iconfont公开搜索结果，已筛为单色SVG；外发前需复核授权。
iconfont.5124380,智能音箱-音响,04_设备产品图,智能音箱,04_设备产品图/智能音箱/iconfont_device_speaker_5124380_音响.svg,svg,iconfont_public_search,5124380,https://www.iconfont.cn/search/index?searchType=icon&q=音箱,,"智能音箱|音箱|音响,音箱",单色线性|currentColor可控|平安橙可适配,device.speaker,"{""palette"": [""currentColor""], ""fills"": 1}",4,False,needs_review_iconfont,candidate_after_license_review,iconfont公开搜索结果，已筛为单色SVG；外发前需复核授权。
local.PRESALE001_A0025,智能音箱-PRESALE001_A0025,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0025_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0025,,PRESALE001 p7,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|橙色可适配|浅底友好,device.speaker,"{""width"": 494, ""height"": 316, ""brightness"": 0.846, ""saturation"": 0.136, ""orange_ratio"": 0.237, ""green_ratio"": 0.0, ""black_ratio"": 0.003, ""white_ratio"": 0.541, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0026,智能音箱-PRESALE001_A0026,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0026_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0026,,PRESALE001 p7,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|橙色可适配|浅底友好,device.speaker,"{""width"": 599, ""height"": 848, ""brightness"": 0.957, ""saturation"": 0.081, ""orange_ratio"": 0.105, ""green_ratio"": 0.004, ""black_ratio"": 0.0, ""white_ratio"": 0.798, ""high_sat_ratio"": 0.021}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0027,智能音箱-PRESALE001_A0027,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0027_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0027,,PRESALE001 p7,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好,device.speaker,"{""width"": 581, ""height"": 848, ""brightness"": 0.954, ""saturation"": 0.162, ""orange_ratio"": 0.31, ""green_ratio"": 0.023, ""black_ratio"": 0.0, ""white_ratio"": 0.577, ""high_sat_ratio"": 0.01}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0028,智能音箱-PRESALE001_A0028,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0028_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0028,,PRESALE001 p7,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|橙色可适配,device.speaker,"{""width"": 577, ""height"": 290, ""brightness"": 0.432, ""saturation"": 0.257, ""orange_ratio"": 0.444, ""green_ratio"": 0.0, ""black_ratio"": 0.141, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0034,智能音箱-PRESALE001_A0034,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0034_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0034,,PRESALE001 p7,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|橙色可适配,device.speaker,"{""width"": 634, ""height"": 299, ""brightness"": 0.647, ""saturation"": 0.236, ""orange_ratio"": 0.103, ""green_ratio"": 0.0, ""black_ratio"": 0.017, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0149,智能音箱-PRESALE001_A0149,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0149_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0149,,PRESALE001 p11,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,device.speaker,"{""width"": 917, ""height"": 372, ""brightness"": 0.971, ""saturation"": 0.072, ""orange_ratio"": 0.077, ""green_ratio"": 0.0, ""black_ratio"": 0.001, ""white_ratio"": 0.894, ""high_sat_ratio"": 0.061}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0150,智能音箱-PRESALE001_A0150,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0150_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0150,,PRESALE001 p11,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|橙色可适配|浅底友好,device.speaker,"{""width"": 917, ""height"": 372, ""brightness"": 0.97, ""saturation"": 0.073, ""orange_ratio"": 0.091, ""green_ratio"": 0.0, ""black_ratio"": 0.001, ""white_ratio"": 0.879, ""high_sat_ratio"": 0.06}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0303,智能音箱-PRESALE001_A0303,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0303_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0303,,PRESALE001 p26,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|浅底友好,device.speaker,"{""width"": 229, ""height"": 494, ""brightness"": 0.794, ""saturation"": 0.139, ""orange_ratio"": 0.002, ""green_ratio"": 0.0, ""black_ratio"": 0.152, ""white_ratio"": 0.64, ""high_sat_ratio"": 0.097}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0310,智能音箱-PRESALE001_A0310,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0310_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0310,,PRESALE001 p27,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|含平安橙|浅底友好,device.speaker,"{""width"": 573, ""height"": 1153, ""brightness"": 0.968, ""saturation"": 0.019, ""orange_ratio"": 0.0, ""green_ratio"": 0.016, ""black_ratio"": 0.0, ""white_ratio"": 0.917, ""high_sat_ratio"": 0.012}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0315,智能音箱-PRESALE001_A0315,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0315_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0315,,PRESALE001 p27,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|浅底友好,device.speaker,"{""width"": 374, ""height"": 348, ""brightness"": 0.94, ""saturation"": 0.022, ""orange_ratio"": 0.001, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.781, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0319,智能音箱-PRESALE001_A0319,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0319_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0319,,PRESALE001 p27,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好,device.speaker,"{""width"": 332, ""height"": 549, ""brightness"": 0.875, ""saturation"": 0.059, ""orange_ratio"": 0.082, ""green_ratio"": 0.0, ""black_ratio"": 0.002, ""white_ratio"": 0.553, ""high_sat_ratio"": 0.001}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
local.PRESALE001_A0356,智能音箱-PRESALE001_A0356,04_设备产品图,智能音箱,04_设备产品图/智能音箱/local_PRESALE001_A0356_智能音箱.jpeg,jpeg,local_presale_curated,PRESALE001_A0356,,PRESALE001 p29,智能音箱|设备|健康服务入口,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,device.speaker,"{""width"": 256, ""height"": 452, ""brightness"": 0.898, ""saturation"": 0.106, ""orange_ratio"": 0.043, ""green_ratio"": 0.0, ""black_ratio"": 0.001, ""white_ratio"": 0.645, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示音箱、手表、检测设备、安防传感器、IoT联动方案
gen.icon_blood_pressure_monitor,血压监测,04_设备产品图,检测设备,04_设备产品图/检测设备/pa_icon_blood_pressure_monitor.svg,svg,generated_pingan_component,,,,血压监测|平安橙|HTML组件,平安橙适配|单色线性|白底友好,device.blood_pressure_monitor,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
gen.icon_ct_mri,影像检查,04_设备产品图,检测设备,04_设备产品图/检测设备/pa_icon_ct_mri.svg,svg,generated_pingan_component,,,,影像检查|平安橙|HTML组件,平安橙适配|单色线性|白底友好,device.ct_mri,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
gen.icon_wearable_watch,可穿戴监测,04_设备产品图,检测设备,04_设备产品图/检测设备/pa_icon_wearable_watch.svg,svg,generated_pingan_component,,,,可穿戴监测|平安橙|HTML组件,平安橙适配|单色线性|白底友好,device.wearable,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
gen.icon_medicine_box,药箱药品,04_设备产品图,药箱药品,04_设备产品图/药箱药品/pa_icon_medicine_box.svg,svg,generated_pingan_component,,,,药箱药品|平安橙|HTML组件,平安橙适配|单色线性|白底友好,device.medicine_box,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
iconfont.1036,药箱药品-医药箱,04_设备产品图,药箱药品,04_设备产品图/药箱药品/iconfont_device_medicine_box_1036_医药箱.svg,svg,iconfont_public_search,1036,https://www.iconfont.cn/search/index?searchType=icon&q=药箱,,"药箱药品|药箱|医药箱,急救箱,拯救,伤病",单色线性|currentColor可控|平安橙可适配,device.medicine_box,"{""palette"": [""currentColor""], ""fills"": 1}",4,False,needs_review_iconfont,candidate_after_license_review,iconfont公开搜索结果，已筛为单色SVG；外发前需复核授权。
iconfont.765588,药箱药品-药箱,04_设备产品图,药箱药品,04_设备产品图/药箱药品/iconfont_device_medicine_box_765588_药箱.svg,svg,iconfont_public_search,765588,https://www.iconfont.cn/search/index?searchType=icon&q=药箱,,药箱药品|药箱|药箱,单色线性|currentColor可控|平安橙可适配,device.medicine_box,"{""palette"": [""currentColor""], ""fills"": 1}",4,False,needs_review_iconfont,candidate_after_license_review,iconfont公开搜索结果，已筛为单色SVG；外发前需复核授权。
gen.bg_medical_grid,医疗科技网格,05_背景装饰,医疗科技线稿,05_背景装饰/医疗科技线稿/pa_bg_medical_grid.svg,svg,generated_pingan_component,,,,医疗科技网格|平安橙|HTML组件,平安橙适配|单色线性|白底友好,background.medical_tech,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
gen.bg_orange_corner,浅橙封面角标,05_背景装饰,封面背景,05_背景装饰/封面背景/pa_bg_orange_corner.svg,svg,generated_pingan_component,,,,浅橙封面角标|平安橙|HTML组件,平安橙适配|单色线性|白底友好,background.cover_corner,"{""palette"": [""#f05a22"", ""#fff1e8"", ""#ffffff""]}",5,True,self_generated,default_candidate,自绘SVG组件，可直接用于HTML材料。
local.PRESALE006_A0090,封面背景-PRESALE006_A0090,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE006_A0090_封面背景.jpeg,jpeg,local_presale_curated,PRESALE006_A0090,,PRESALE006 p22,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配,background.cover_strip,"{""width"": 900, ""height"": 213, ""brightness"": 0.638, ""saturation"": 0.47, ""orange_ratio"": 0.06, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.088}",5,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE007_A0018,封面背景-PRESALE007_A0018,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE007_A0018_封面背景.jpeg,jpeg,local_presale_curated,PRESALE007_A0018,,PRESALE007 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好,background.cover_strip,"{""width"": 1134, ""height"": 360, ""brightness"": 0.859, ""saturation"": 0.067, ""orange_ratio"": 0.048, ""green_ratio"": 0.025, ""black_ratio"": 0.001, ""white_ratio"": 0.558, ""high_sat_ratio"": 0.007}",5,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE007_A0057,封面背景-PRESALE007_A0057,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE007_A0057_封面背景.png,png,local_presale_curated,PRESALE007_A0057,,PRESALE007 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|浅底友好,background.cover_strip,"{""width"": 2641, ""height"": 213, ""brightness"": 0.902, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.688, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE007_A0087,封面背景-PRESALE007_A0087,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE007_A0087_封面背景.jpeg,jpeg,local_presale_curated,PRESALE007_A0087,,PRESALE007 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|浅底友好,background.cover_strip,"{""width"": 2860, ""height"": 175, ""brightness"": 0.959, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.999, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE008_A0004,封面背景-PRESALE008_A0004,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE008_A0004_封面背景.jpeg,jpeg,local_presale_curated,PRESALE008_A0004,,PRESALE008 p2,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|含平安橙|浅底友好,background.cover_strip,"{""width"": 1995, ""height"": 390, ""brightness"": 0.952, ""saturation"": 0.047, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.954, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE010_A0110,封面背景-PRESALE010_A0110,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE010_A0110_封面背景.jpeg,jpeg,local_presale_curated,PRESALE010_A0110,,PRESALE010 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|橙色可适配|浅底友好,background.cover_strip,"{""width"": 680, ""height"": 211, ""brightness"": 0.836, ""saturation"": 0.147, ""orange_ratio"": 0.043, ""green_ratio"": 0.0, ""black_ratio"": 0.129, ""white_ratio"": 0.004, ""high_sat_ratio"": 0.009}",5,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE010_A0138,封面背景-PRESALE010_A0138,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE010_A0138_封面背景.jpeg,jpeg,local_presale_curated,PRESALE010_A0138,,PRESALE010 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好|高饱和偏多,background.cover_strip,"{""width"": 1011, ""height"": 187, ""brightness"": 0.839, ""saturation"": 0.841, ""orange_ratio"": 0.962, ""green_ratio"": 0.0, ""black_ratio"": 0.034, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.954}",4,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE010_A0139,封面背景-PRESALE010_A0139,05_背景装饰,封面背景,05_背景装饰/封面背景/local_PRESALE010_A0139_封面背景.jpeg,jpeg,local_presale_curated,PRESALE010_A0139,,PRESALE010 p1,背景装饰|横幅|橙色强调,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好|高饱和偏多,background.cover_strip,"{""width"": 1011, ""height"": 187, ""brightness"": 0.835, ""saturation"": 0.839, ""orange_ratio"": 0.962, ""green_ratio"": 0.0, ""black_ratio"": 0.034, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.954}",4,True,local_knowledge_base,default_candidate,用于封面副视觉、章节页装饰、平安橙强调带
local.PRESALE005_A0003,版式参考-PRESALE005_A0003,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE005_A0003_版式参考.jpeg,jpeg,local_presale_curated,PRESALE005_A0003,,PRESALE005 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好|仅作版式参考,reference.layout,"{""width"": 1280, ""height"": 800, ""brightness"": 0.796, ""saturation"": 0.243, ""orange_ratio"": 0.165, ""green_ratio"": 0.005, ""black_ratio"": 0.007, ""white_ratio"": 0.363, ""high_sat_ratio"": 0.081}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE005_A0008,版式参考-PRESALE005_A0008,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE005_A0008_版式参考.jpeg,jpeg,local_presale_curated,PRESALE005_A0008,,PRESALE005 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|浅底友好|仅作版式参考,reference.layout,"{""width"": 2000, ""height"": 1125, ""brightness"": 0.986, ""saturation"": 0.018, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.956, ""high_sat_ratio"": 0.0}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE005_A0009,版式参考-PRESALE005_A0009,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE005_A0009_版式参考.jpeg,jpeg,local_presale_curated,PRESALE005_A0009,,PRESALE005 p2,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|仅作版式参考,reference.layout,"{""width"": 965, ""height"": 609, ""brightness"": 0.579, ""saturation"": 0.63, ""orange_ratio"": 0.037, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.069, ""high_sat_ratio"": 0.28}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE005_A0023,版式参考-PRESALE005_A0023,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE005_A0023_版式参考.jpeg,jpeg,local_presale_curated,PRESALE005_A0023,,PRESALE005 p5,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好|仅作版式参考,reference.layout,"{""width"": 1023, ""height"": 598, ""brightness"": 0.966, ""saturation"": 0.073, ""orange_ratio"": 0.031, ""green_ratio"": 0.015, ""black_ratio"": 0.0, ""white_ratio"": 0.743, ""high_sat_ratio"": 0.025}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE006_A0001,版式参考-PRESALE006_A0001,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE006_A0001_版式参考.jpeg,jpeg,local_presale_curated,PRESALE006_A0001,,PRESALE006 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|浅底友好|仅作版式参考,reference.layout,"{""width"": 2837, ""height"": 1576, ""brightness"": 0.882, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.092, ""white_ratio"": 0.85, ""high_sat_ratio"": 0.0}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE006_A0073,版式参考-PRESALE006_A0073,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE006_A0073_版式参考.jpeg,jpeg,local_presale_curated,PRESALE006_A0073,,PRESALE006 p18,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好|仅作版式参考,reference.layout,"{""width"": 1280, ""height"": 800, ""brightness"": 0.922, ""saturation"": 0.227, ""orange_ratio"": 0.13, ""green_ratio"": 0.007, ""black_ratio"": 0.0, ""white_ratio"": 0.452, ""high_sat_ratio"": 0.132}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE006_A0099,版式参考-PRESALE006_A0099,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE006_A0099_版式参考.jpeg,jpeg,local_presale_curated,PRESALE006_A0099,,PRESALE006 p23,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|浅底友好|仅作版式参考,reference.layout,"{""width"": 922, ""height"": 491, ""brightness"": 0.8, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.182, ""white_ratio"": 0.763, ""high_sat_ratio"": 0.0}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE006_A0100,版式参考-PRESALE006_A0100,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE006_A0100_版式参考.jpeg,jpeg,local_presale_curated,PRESALE006_A0100,,PRESALE006 p23,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|浅底友好|仅作版式参考,reference.layout,"{""width"": 922, ""height"": 491, ""brightness"": 0.8, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.182, ""white_ratio"": 0.764, ""high_sat_ratio"": 0.0}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE006_A0101,版式参考-PRESALE006_A0101,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE006_A0101_版式参考.jpeg,jpeg,local_presale_curated,PRESALE006_A0101,,PRESALE006 p23,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|医疗/流程语义|浅底友好|仅作版式参考,reference.layout,"{""width"": 922, ""height"": 491, ""brightness"": 0.8, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.182, ""white_ratio"": 0.763, ""high_sat_ratio"": 0.0}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE007_A0019,版式参考-PRESALE007_A0019,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE007_A0019_版式参考.jpeg,jpeg,local_presale_curated,PRESALE007_A0019,,PRESALE007 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|橙色可适配|仅作版式参考,reference.layout,"{""width"": 1080, ""height"": 719, ""brightness"": 0.668, ""saturation"": 0.157, ""orange_ratio"": 0.082, ""green_ratio"": 0.001, ""black_ratio"": 0.084, ""white_ratio"": 0.024, ""high_sat_ratio"": 0.012}",4,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE007_A0037,版式参考-PRESALE007_A0037,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE007_A0037_版式参考.jpeg,jpeg,local_presale_curated,PRESALE007_A0037,,PRESALE007 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|仅作版式参考,reference.layout,"{""width"": 1280, ""height"": 718, ""brightness"": 0.362, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.161, ""white_ratio"": 0.011, ""high_sat_ratio"": 0.0}",3,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE007_A0038,版式参考-PRESALE007_A0038,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE007_A0038_版式参考.jpeg,jpeg,local_presale_curated,PRESALE007_A0038,,PRESALE007 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|橙色可适配|浅底友好|高饱和偏多|仅作版式参考,reference.layout,"{""width"": 1920, ""height"": 1109, ""brightness"": 0.799, ""saturation"": 0.803, ""orange_ratio"": 0.937, ""green_ratio"": 0.0, ""black_ratio"": 0.062, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.905}",3,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
local.PRESALE007_A0063,版式参考-PRESALE007_A0063,06_版式参考_不直接入页,版式参考,06_版式参考_不直接入页/local_PRESALE007_A0063_版式参考.jpeg,jpeg,local_presale_curated,PRESALE007_A0063,,PRESALE007 p1,版式参考|整页参考|不直接入页,平安橙适配|售前材料来源|仅作版式参考,reference.layout,"{""width"": 1280, ""height"": 720, ""brightness"": 0.432, ""saturation"": 0.0, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.115, ""white_ratio"": 0.04, ""high_sat_ratio"": 0.0}",3,False,local_knowledge_base,reference_only,用于复刻售前页版式、复杂表格或流程图布局参考
